143;"68";"17";"1"
144;"69";"2";"18"
145;"69";"3";"4"
146;"69";"12";"12"
147;"69";"403";"3"
148;"70";"5";"10"
149;"70";"6";"10"
150;"70";"11";"25"
151;"71";"5";"19"
152;"71";"11";"15"
153;"71";"191";"2"
154;"72";"3";"2"
155;"72";"12";"2"
156;"73";"5";"5"
157;"73";"11";"18"
158;"73";"191";"1"
159;"74";"6";"35"
160;"74";"11";"15"
161;"75";"6";"20"
162;"75";"11";"40"
163;"75";"236";"5"
164;"76";"2";"5"
165;"76";"19";"2"
166;"77";"5";"25"
167;"77";"11";"35"
168;"77";"236";"3"
169;"78";"1";"1"
170;"79";"13";"3"
171;"79";"7";"4"
172;"80";"3";"14"
173;"80";"13";"9"
174;"80";"14";"3"
175;"81";"2";"25"
176;"81";"12";"15"
177;"81";"1016";"1"
178;"81";"380";"2"
179;"82";"2";"5"
180;"82";"12";"5"
181;"85";"11";"10"
182;"85";"7";"6"
183;"86";"11";"15"
184;"88";"5";"3"
185;"89";"1";"12"
186;"89";"25";"2"
187;"90";"11";"29"
188;"90";"33";"2"
189;"90";"490";"3"
190;"92";"11";"20"
191;"92";"3";"30"
192;"94";"2";"15"
193;"94";"224";"1"
194;"94";"328";"2"
195;"95";"11";"8"
196;"96";"5";"3"
197;"97";"1";"2"
198;"97";"19";"3"
199;"99";"6";"15"
200;"99";"11";"10"
201;"99";"298";"3"
202;"100";"1";"15"
203;"100";"1017";"1"
204;"101";"6";"14"
205;"101";"11";"6"
206;"101";"22";"2"
207;"107";"12";"1"
208;"108";"2";"25"
209;"108";"7";"25"
210;"108";"13";"15"
211;"109";"3";"5"
212;"109";"11";"4"
213;"110";"4";"5"
214;"110";"11";"4"
215;"111";"6";"5"
216;"111";"11";"4"
217;"112";"2";"3"
218;"112";"5";"3"
219;"112";"11";"4"
220;"113";"11";"8"
221;"113";"17";"1"
222;"114";"13";"4"
223;"116";"2";"12"
224;"116";"3";"12"
225;"117";"5";"12"
226;"117";"11";"18"
227;"118";"2";"9"
228;"118";"25";"1"
229;"119";"1";"10"
230;"119";"14";"2"
231;"120";"147";"2"
232;"120";"148";"3"
233;"121";"1";"6"
234;"121";"2";"6"
235;"121";"14";"1"
236;"122";"1";"6"
237;"122";"10";"6"
238;"123";"2";"16"
239;"124";"143";"2"
240;"124";"505";"3"
241;"125";"6";"9"
242;"125";"11";"9"
243;"125";"17";"1"
244;"126";"5";"24"
245;"126";"6";"5"
246;"126";"11";"15"
247;"126";"279";"3"
248;"127";"11";"6"
249;"128";"1";"10"
250;"128";"2";"20"
251;"128";"183";"3"
252;"129";"5";"16"
253;"129";"11";"9"
254;"129";"20";"1"
255;"130";"2";"2"
256;"131";"2";"25"
257;"132";"2";"8"
258;"132";"13";"10"
259;"132";"19";"5"
260;"133";"2";"7"
261;"133";"5";"10"
262;"134";"2";"7"
263;"134";"13";"15"
264;"135";"2";"6"
265;"135";"328";"4"
266;"136";"5";"5"
267;"137";"2";"12"
268;"137";"6";"12"
269;"137";"7";"25"
270;"139";"6";"12"
271;"139";"11";"20"
272;"139";"297";"3"
273;"140";"1";"3"
274;"140";"13";"8"
275;"141";"5";"3"
276;"141";"11";"16"
277;"141";"305";"1"
278;"142";"11";"15"
279;"142";"93";"3"
280;"142";"173";"2"
281;"143";"6";"8"
282;"143";"11";"8"
283;"144";"6";"10"
284;"144";"11";"20"
285;"145";"1";"9"
286;"145";"3";"3"
287;"146";"2";"8"
288;"146";"13";"7"
289;"147";"3";"4"
290;"149";"5";"12"
291;"149";"6";"30"
292;"149";"11";"20"
293;"150";"5";"35"
294;"150";"11";"35"
295;"150";"236";"5"
296;"152";"12";"25"
297;"152";"13";"25"
298;"152";"23";"3"
299;"152";"500";"5"
300;"153";"5";"29"
301;"153";"11";"20"
302;"153";"372";"2"
303;"1780";"6";"20"
304;"1780";"11";"20"
305;"1780";"727";"1"
306;"1780";"227";"1"
307;"155";"2";"12"
308;"155";"3";"12"
309;"156";"5";"12"
310;"156";"11";"18"
311;"157";"2";"9"
312;"157";"25";"1"
313;"158";"1";"10"
314;"158";"14";"2"
315;"159";"147";"2"
316;"159";"148";"3"
317;"160";"1";"6"
318;"160";"2";"6"
319;"160";"14";"1"
320;"161";"1";"6"
321;"161";"10";"6"
322;"162";"2";"16"
323;"163";"143";"2"
324;"163";"505";"3"
325;"164";"6";"9"
326;"164";"11";"9"
327;"164";"17";"1"
328;"165";"5";"24"
329;"165";"6";"5"
330;"165";"11";"15"
331;"165";"279";"3"
332;"166";"11";"6"
333;"167";"1";"10"
334;"167";"2";"20"
335;"167";"183";"3"
336;"168";"5";"16"
337;"168";"11";"9"
338;"168";"20";"1"
339;"169";"2";"2"
340;"170";"2";"25"
341;"171";"2";"8"
342;"171";"13";"10"
343;"171";"19";"5"
344;"172";"2";"7"
345;"172";"5";"10"
346;"173";"2";"7"
347;"173";"13";"15"
348;"174";"2";"6"
349;"174";"328";"4"
350;"175";"5";"5"
351;"176";"2";"12"
352;"176";"6";"12"
353;"176";"7";"25"
354;"178";"6";"12"
355;"178";"11";"20"
356;"178";"297";"3"
357;"179";"1";"3"
358;"179";"13";"8"
359;"180";"5";"3"
360;"180";"11";"16"
361;"180";"305";"1"
362;"181";"11";"15"
363;"181";"93";"3"
364;"181";"173";"2"
365;"182";"6";"8"
366;"182";"11";"8"
367;"183";"6";"10"
368;"183";"11";"20"
369;"184";"1";"9"
370;"184";"3";"3"
371;"185";"2";"8"
372;"185";"13";"7"
373;"186";"3";"4"
374;"188";"5";"12"
375;"188";"6";"30"
376;"188";"11";"20"
377;"189";"5";"35"
378;"189";"11";"35"
379;"189";"236";"5"
380;"191";"12";"25"
381;"191";"13";"25"
382;"191";"23";"3"
383;"191";"500";"5"
384;"192";"5";"29"
385;"192";"11";"20"
386;"192";"372";"2"
387;"193";"5";"8"
388;"193";"6";"8"
389;"193";"11";"17"
390;"195";"1";"16"
391;"195";"2";"5"
392;"195";"25";"2"
393;"196";"13";"3"
394;"196";"7";"9"
395;"196";"29";"4"
396;"197";"6";"15"
397;"197";"11";"6"
398;"197";"24";"2"
399;"198";"1";"12"
400;"198";"2";"12"
401;"198";"15";"3"
402;"200";"6";"12"
403;"200";"11";"6"
404;"200";"138";"2"
405;"201";"3";"12"
406;"201";"425";"5"
407;"202";"6";"20"
408;"202";"11";"6"
409;"202";"303";"3"
410;"202";"371";"3"
411;"203";"6";"9"
412;"203";"11";"9"
413;"203";"283";"1"
414;"207";"7";"2"
415;"208";"6";"16"
416;"208";"11";"9"
417;"208";"21";"1"
418;"209";"2";"16"
419;"209";"6";"7"
420;"209";"1017";"2"
421;"210";"5";"3"
422;"210";"174";"1"
423;"211";"1";"8"
424;"211";"2";"10"
425;"211";"3";"16"
426;"212";"5";"16"
427;"212";"11";"16"
428;"212";"15";"1"
429;"212";"372";"2"
430;"213";"2";"9"
431;"213";"4";"3"
432;"213";"46";"3"
433;"214";"5";"25"
434;"214";"11";"16"
435;"214";"372";"1"
436;"215";"2";"9"
437;"215";"139";"2"
438;"216";"6";"6"
439;"217";"2";"30"
440;"217";"139";"5"
441;"218";"1";"20"
442;"219";"6";"30"
443;"219";"11";"20"
444;"219";"270";"5"
445;"219";"431";"1"
446;"220";"5";"15"
447;"220";"11";"20"
448;"220";"92";"3"
449;"221";"5";"12"
450;"221";"6";"3"
451;"221";"11";"16"
452;"221";"294";"1"
453;"222";"6";"10"
454;"222";"11";"10"
455;"223";"11";"18"
456;"223";"12";"8"
457;"223";"301";"5"
458;"223";"960";"5"
459;"225";"2";"1"
460;"225";"12";"4"
461;"226";"6";"6"
462;"226";"7";"6"
463;"227";"5";"12"
464;"227";"11";"10"
465;"227";"236";"3"
466;"228";"6";"10"
467;"228";"12";"3"
468;"230";"1";"10"
469;"230";"2";"22"
470;"230";"3";"20"
471;"232";"1";"11"
472;"232";"2";"17"
473;"232";"132";"4"
474;"233";"5";"5"
475;"233";"11";"15"
476;"233";"636";"4"
477;"235";"5";"9"
478;"235";"11";"3"
479;"235";"372";"1"
480;"236";"7";"12"
481;"236";"17";"1"
482;"237";"2";"5"
483;"237";"13";"13"
484;"238";"2";"18"
485;"238";"3";"9"
486;"238";"13";"9"
487;"241";"12";"5"
488;"241";"13";"10"
489;"242";"5";"5"
490;"242";"6";"3"
491;"242";"11";"5"
492;"243";"2";"16"
493;"243";"6";"9"
494;"244";"3";"3"
495;"244";"12";"9"
496;"244";"65";"2"
497;"245";"2";"20"
498;"245";"7";"12"
499;"245";"11";"12"
500;"245";"471";"2"
501;"247";"4";"12"
502;"247";"7";"18"
503;"247";"8";"12"
504;"248";"5";"6"
505;"248";"11";"20"
506;"248";"119";"1"
507;"248";"120";"1"
508;"251";"6";"2"
509;"252";"13";"12"
510;"252";"7";"24"
511;"253";"1";"16"
512;"253";"3";"25"
513;"253";"12";"9"
514;"254";"1";"9"
515;"254";"1017";"2"
516;"255";"1";"9"
517;"255";"2";"9"
518;"255";"4";"3"
519;"256";"2";"1"
520;"257";"6";"25"
521;"257";"11";"25"
522;"258";"12";"3"
523;"259";"2";"16"
524;"259";"3";"16"
525;"259";"72";"5"
526;"260";"5";"16"
527;"260";"6";"16"
528;"260";"11";"30"
529;"261";"12";"2"
530;"263";"5";"3"
531;"263";"11";"9"
532;"264";"4";"6"
533;"265";"1";"25"
534;"265";"2";"10"
535;"265";"1017";"2"
536;"266";"5";"16"
537;"266";"6";"16"
538;"266";"11";"8"
539;"266";"253";"2"
540;"267";"1";"12"
541;"267";"3";"6"
542;"267";"139";"1"
543;"268";"1";"2"
544;"269";"1";"25"
545;"269";"2";"12"
546;"269";"3";"12"
547;"270";"3";"12"
548;"270";"9";"3"
549;"270";"95";"1"
550;"271";"6";"9"
551;"271";"11";"3"
552;"271";"513";"2"
553;"272";"6";"9"
554;"272";"11";"3"
555;"272";"512";"2"
556;"273";"11";"8"
557;"273";"23";"3"
558;"274";"5";"16"
559;"274";"11";"9"
560;"274";"739";"1"
561;"275";"5";"5"
562;"275";"11";"10"
563;"276";"5";"15"
564;"276";"6";"7"
565;"276";"11";"23"
566;"276";"17";"6"
567;"277";"1";"20"
568;"277";"3";"15"
569;"277";"24";"3"
570;"278";"5";"24"
571;"278";"6";"9"
572;"278";"11";"24"
573;"279";"11";"15"
574;"279";"24";"3"
575;"280";"5";"8"
576;"280";"11";"20"
577;"280";"296";"2"
578;"281";"5";"16"
579;"281";"11";"25"
580;"282";"1";"20"
581;"282";"1017";"1"
582;"282";"422";"3"
583;"283";"12";"1"
584;"284";"1";"15"
585;"284";"13";"8"
586;"284";"433";"3"
587;"285";"4";"3"
588;"285";"3";"9"
589;"285";"9";"9"
590;"286";"6";"16"
591;"286";"775";"1"
592;"287";"1";"13"
593;"287";"12";"7"
594;"288";"1";"30"
595;"288";"2";"30"
596;"288";"3";"10"
597;"289";"1";"23"
598;"289";"2";"23"
599;"289";"13";"8"
600;"289";"504";"6"
601;"292";"5";"25"
602;"292";"11";"16"
603;"292";"93";"1"
604;"293";"6";"22"
605;"293";"11";"24"
606;"294";"7";"14"
607;"294";"361";"3"
608;"294";"488";"3"
609;"295";"5";"6"
610;"295";"6";"6"
611;"295";"11";"18"
612;"296";"6";"10"
613;"296";"11";"11"
614;"297";"5";"18"
615;"297";"6";"31"
616;"297";"11";"13"
617;"297";"120";"5"
618;"298";"7";"9"
619;"298";"420";"3"
620;"299";"2";"3"
621;"300";"2";"15"
622;"300";"3";"15"
623;"300";"326";"3"
624;"301";"23";"2"
625;"302";"5";"12"
626;"302";"6";"8"
627;"302";"11";"18"
628;"302";"13";"18"
629;"303";"3";"10"
630;"303";"12";"4"
631;"303";"14";"2"
632;"304";"4";"9"
633;"304";"9";"20"
634;"304";"10";"9"
635;"305";"5";"25"
636;"305";"6";"25"
637;"305";"11";"9"
638;"305";"372";"2"
639;"306";"5";"2"
640;"307";"5";"3"
641;"307";"6";"3"
642;"308";"11";"4"
643;"309";"5";"25"
644;"309";"11";"25"
645;"309";"24";"2"
646;"309";"319";"1"
647;"310";"17";"1"
648;"311";"3";"16"
649;"311";"14";"5"
650;"311";"436";"3"
651;"312";"2";"3"
652;"312";"13";"2"
653;"313";"3";"12"
654;"313";"4";"3"
655;"313";"436";"1"
656;"313";"509";"3"
657;"315";"7";"15"
658;"315";"428";"4"
659;"316";"6";"30"
660;"316";"11";"20"
661;"316";"303";"5"
662;"316";"371";"1"
663;"317";"3";"9"
664;"317";"14";"2"
665;"318";"3";"16"
666;"318";"9";"16"
667;"319";"1";"16"
668;"319";"2";"16"
669;"319";"185";"10"
670;"320";"5";"20"
671;"320";"11";"30"
672;"320";"296";"4"
673;"321";"2";"16"
674;"321";"4";"9"
675;"321";"13";"3"
676;"322";"2";"25"
677;"322";"1017";"2"
678;"322";"17";"3"
679;"322";"427";"4"
680;"323";"5";"16"
681;"323";"11";"25"
682;"323";"8";"9"
683;"323";"161";"3"
684;"324";"5";"6"
685;"324";"11";"6"
686;"325";"2";"3"
687;"325";"3";"9"
688;"325";"6";"9"
689;"326";"11";"3"
690;"326";"727";"2"
691;"327";"1";"14"
692;"327";"139";"4"
693;"327";"505";"4"
694;"328";"5";"20"
695;"328";"11";"10"
696;"328";"357";"3"
697;"329";"6";"3"
698;"329";"7";"9"
699;"330";"2";"4"
700;"330";"3";"8"
701;"330";"12";"18"
702;"331";"6";"15"
703;"331";"11";"15"
704;"331";"727";"5"
705;"332";"1";"10"
706;"332";"2";"20"
707;"332";"1017";"2"
708;"333";"6";"15"
709;"333";"11";"28"
710;"333";"3";"10"
711;"333";"253";"5"
712;"335";"5";"1"
713;"335";"6";"2"
714;"336";"2";"15"
715;"336";"3";"25"
716;"336";"509";"3"
717;"337";"6";"4"
718;"337";"11";"12"
719;"337";"175";"4"
720;"338";"3";"7"
721;"338";"4";"13"
722;"338";"22";"1"
723;"339";"6";"15"
724;"339";"20";"1"
725;"339";"166";"1"
726;"340";"2";"4"
727;"340";"435";"3"
728;"341";"1";"2"
729;"341";"12";"3"
730;"342";"2";"1"
731;"342";"13";"3"
732;"343";"1";"10"
733;"343";"13";"15"
734;"344";"2";"12"
735;"344";"17";"1"
736;"344";"139";"1"
737;"345";"6";"8"
738;"345";"11";"8"
739;"346";"13";"3"
740;"347";"11";"6"
741;"348";"13";"7"
742;"348";"7";"16"
743;"350";"3";"2"
744;"350";"12";"3"
745;"351";"2";"3"
746;"351";"234";"5"
747;"352";"11";"12"
748;"352";"635";"2"
749;"353";"5";"1"
750;"353";"6";"5"
751;"354";"1";"3"
752;"355";"5";"7"
753;"355";"11";"3"
754;"355";"22";"3"
755;"356";"13";"3"
756;"356";"7";"9"
757;"357";"5";"5"
758;"358";"1";"6"
759;"358";"143";"1"
760;"359";"5";"24"
761;"359";"11";"23"
762;"359";"174";"2"
763;"359";"191";"2"
764;"360";"6";"16"
765;"360";"11";"3"
766;"360";"552";"1"
767;"361";"1";"4"
768;"361";"3";"3"
769;"361";"4";"3"
770;"362";"5";"6"
771;"362";"11";"10"
772;"362";"24";"3"
773;"364";"5";"40"
774;"364";"11";"30"
775;"365";"5";"25"
776;"365";"11";"35"
777;"366";"5";"2"
778;"367";"2";"2"
779;"367";"5";"2"
780;"368";"2";"6"
781;"368";"139";"3"
782;"369";"7";"3"
783;"371";"7";"2"
784;"372";"13";"16"
785;"373";"5";"25"
786;"373";"11";"25"
787;"373";"174";"2"
788;"373";"296";"1"
789;"374";"5";"8"
790;"374";"11";"14"
791;"374";"24";"4"
792;"375";"5";"16"
793;"375";"11";"6"
794;"375";"174";"1"
795;"376";"5";"16"
796;"376";"6";"16"
797;"376";"11";"12"
798;"376";"15";"1"
799;"377";"3";"3"
800;"377";"5";"7"
801;"378";"12";"5"
802;"378";"5";"4"
803;"379";"2";"3"
804;"379";"3";"3"
805;"379";"5";"4"
806;"380";"4";"3"
807;"380";"5";"8"
808;"381";"4";"3"
809;"381";"6";"4"
810;"382";"2";"30"
811;"387";"6";"30"
812;"387";"11";"12"
813;"387";"227";"2"
814;"388";"1";"6"
815;"388";"17";"2"
816;"390";"11";"10"
817;"390";"23";"2"
818;"391";"11";"9"
819;"392";"6";"9"
820;"392";"11";"3"
821;"392";"702";"8"
822;"393";"5";"7"
823;"393";"19";"3"
824;"394";"2";"3"
825;"394";"13";"15"
826;"394";"14";"5"
827;"395";"2";"3"
828;"395";"3";"3"
829;"396";"11";"8"
830;"397";"6";"18"
831;"397";"594";"8"
832;"397";"166";"2"
833;"398";"1";"16"
834;"398";"2";"16"
835;"398";"6";"12"
836;"398";"24";"1"
837;"399";"5";"30"
838;"399";"319";"3"
839;"400";"5";"16"
840;"400";"11";"25"
841;"400";"290";"1"
842;"401";"1";"25"
843;"401";"2";"25"
844;"401";"13";"15"
845;"402";"2";"3"
846;"403";"6";"30"
847;"403";"11";"22"
848;"403";"653";"4"
849;"404";"11";"5"
850;"404";"19";"2"
851;"405";"5";"3"
852;"406";"6";"20"
853;"406";"239";"3"
854;"406";"797";"1"
855;"407";"6";"9"
856;"407";"11";"16"
857;"407";"8";"3"
858;"408";"1";"24"
859;"408";"2";"24"
860;"408";"427";"4"
861;"409";"5";"6"
862;"409";"6";"20"
863;"409";"11";"20"
864;"410";"5";"25"
865;"410";"6";"25"
866;"410";"11";"16"
867;"410";"3";"9"
868;"411";"1";"3"
869;"412";"6";"15"
870;"412";"11";"3"
871;"412";"1008";"1"
872;"413";"6";"14"
873;"413";"11";"10"
874;"413";"164";"2"
875;"414";"11";"5"
876;"414";"17";"2"
877;"415";"1";"10"
878;"415";"2";"12"
879;"415";"132";"3"
880;"416";"6";"2"
881;"417";"6";"3"
882;"418";"17";"1"
883;"418";"603";"2"
884;"419";"11";"2"
885;"420";"5";"9"
886;"420";"11";"3"
887;"421";"12";"16"
888;"421";"11";"6"
889;"421";"13";"6"
890;"422";"7";"19"
891;"422";"428";"2"
892;"423";"6";"8"
893;"423";"11";"12"
894;"423";"7";"15"
895;"424";"5";"11"
896;"424";"6";"12"
897;"424";"11";"10"
898;"425";"5";"8"
899;"425";"11";"10"
900;"426";"11";"8"
901;"426";"728";"5"
902;"427";"11";"8"
903;"428";"2";"9"
904;"428";"7";"3"
905;"429";"5";"16"
906;"429";"6";"16"
907;"430";"2";"10"
908;"430";"25";"2"
909;"431";"11";"15"
910;"432";"1";"12"
911;"432";"2";"6"
912;"433";"1";"8"
913;"433";"3";"18"
914;"433";"14";"5"
915;"434";"1";"20"
916;"434";"3";"30"
917;"434";"12";"5"
918;"434";"13";"15"
919;"435";"6";"9"
920;"435";"224";"1"
921;"436";"11";"8"
922;"437";"1";"6"
923;"437";"12";"13"
924;"438";"11";"3"
925;"438";"785";"4"
926;"439";"2";"25"
927;"439";"13";"15"
928;"439";"19";"3"
929;"439";"457";"5"
930;"440";"5";"30"
931;"440";"11";"30"
932;"440";"490";"2"
933;"441";"2";"12"
934;"441";"14";"2"
935;"443";"6";"9"
936;"443";"11";"3"
937;"444";"5";"10"
938;"444";"6";"10"
939;"444";"11";"15"
940;"444";"12";"15"
941;"445";"6";"28"
942;"445";"11";"20"
943;"445";"366";"2"
944;"446";"6";"16"
945;"446";"11";"25"
946;"447";"11";"12"
947;"448";"5";"6"
948;"448";"6";"16"
949;"448";"11";"6"
950;"449";"1";"16"
951;"449";"2";"3"
952;"449";"435";"2"
953;"450";"2";"9"
954;"450";"7";"16"
955;"450";"21";"1"
956;"451";"5";"23"
957;"451";"11";"25"
958;"451";"279";"2"
959;"453";"3";"12"
960;"453";"14";"3"
961;"454";"5";"12"
962;"454";"6";"12"
963;"454";"11";"13"
964;"455";"6";"8"
965;"455";"11";"25"
966;"455";"794";"5"
967;"455";"298";"5"
968;"456";"4";"20"
969;"456";"13";"16"
970;"457";"5";"8"
971;"457";"11";"15"
972;"457";"155";"5"
973;"458";"6";"12"
974;"458";"11";"30"
975;"458";"352";"4"
976;"459";"3";"5"
977;"460";"6";"5"
978;"460";"11";"11"
979;"461";"7";"1"
980;"462";"5";"16"
981;"462";"11";"25"
982;"463";"6";"30"
983;"463";"11";"20"
984;"463";"7";"30"
985;"464";"1";"8"
986;"464";"2";"10"
987;"465";"6";"4"
988;"465";"11";"5"
989;"466";"2";"25"
990;"466";"17";"3"
991;"471";"1";"3"
992;"471";"5";"2"
993;"471";"11";"3"
994;"472";"5";"12"
995;"472";"11";"30"
996;"472";"591";"2"
997;"472";"863";"4"
998;"473";"5";"12"
999;"473";"11";"12"
1000;"474";"3";"12"
1001;"474";"17";"2"
1002;"475";"1";"12"
1003;"475";"3";"15"
1004;"475";"2";"2"
1005;"476";"3";"25"
1006;"476";"25";"3"
1007;"476";"380";"3"
1008;"477";"2";"6"
1009;"477";"139";"1"
1010;"478";"5";"20"
1011;"478";"6";"20"
1012;"478";"11";"35"
1013;"479";"3";"3"
1014;"479";"9";"3"
1015;"480";"1";"3"
1016;"481";"11";"2"
1017;"482";"1";"2"
1018;"483";"5";"7"
1019;"483";"6";"14"
1020;"483";"11";"20"
1021;"483";"202";"3"
1022;"484";"5";"22"
1023;"484";"11";"16"
1024;"484";"372";"3"
1025;"485";"6";"16"
1026;"485";"11";"9"
1027;"485";"23";"1"
1028;"486";"5";"3"
1029;"486";"236";"3"
1030;"487";"3";"5"
1031;"487";"12";"13"
1032;"488";"1";"6"
1033;"488";"2";"10"
1034;"488";"142";"4"
1035;"489";"6";"30"
1036;"489";"11";"15"
1037;"489";"756";"3"
1038;"489";"270";"5"
1039;"490";"6";"16"
1040;"490";"366";"2"
1041;"490";"431";"4"
1042;"490";"164";"4"
1043;"491";"3";"20"
1044;"491";"12";"15"
1045;"491";"25";"5"
1046;"492";"3";"12"
1047;"492";"19";"2"
1048;"492";"250";"5"
1049;"492";"380";"5"
1050;"493";"13";"3"
1051;"496";"2";"10"
1052;"496";"416";"3"
1053;"498";"3";"12"
1054;"498";"4";"12"
1055;"498";"14";"3"
1056;"499";"3";"2"
1057;"500";"6";"5"
1058;"500";"11";"10"
1059;"501";"2";"15"
1060;"501";"13";"10"
1061;"501";"150";"3"
1062;"501";"416";"3"
1063;"502";"3";"5"
1064;"503";"3";"3"
1065;"503";"12";"4"
1066;"505";"3";"16"
1067;"505";"17";"2"
1068;"507";"1";"16"
1069;"507";"2";"9"
1070;"507";"25";"1"
1071;"508";"3";"1"
1072;"510";"11";"6"
1073;"511";"3";"3"
1074;"512";"2";"3"
1075;"512";"13";"10"
1076;"513";"2";"12"
1077;"513";"130";"4"
1078;"514";"1";"20"
1079;"514";"1017";"4"
1080;"514";"25";"4"
1081;"515";"3";"12"
1082;"515";"11";"16"
1083;"516";"3";"5"
1084;"516";"19";"3"
1085;"517";"1016";"1"
1086;"517";"19";"10"
1087;"518";"1";"12"
1088;"518";"4";"4"
1089;"520";"17";"3"
1090;"521";"1";"10"
1091;"521";"2";"8"
1092;"522";"1";"6"
1093;"522";"3";"12"
1094;"522";"168";"3"
1095;"524";"1";"5"
1096;"524";"12";"12"
1097;"524";"403";"2"
1098;"525";"6";"8"
1099;"525";"11";"8"
1100;"526";"3";"28"
1101;"526";"19";"6"
1102;"527";"6";"30"
1103;"527";"11";"15"
1104;"527";"352";"3"
1105;"528";"3";"4"
1106;"528";"5";"5"
1107;"529";"1";"3"
1108;"530";"5";"25"
1109;"530";"11";"16"
1110;"530";"174";"2"
1111;"530";"296";"3"
1112;"531";"6";"16"
1113;"531";"11";"16"
1114;"531";"24";"1"
1115;"531";"352";"2"
1116;"536";"11";"16"
1117;"536";"8";"6"
1118;"537";"5";"8"
1119;"537";"11";"24"
1120;"537";"372";"3"
1121;"538";"3";"3"
1122;"538";"12";"3"
1123;"539";"1";"3"
1124;"540";"3";"18"
1125;"540";"13";"10"
1126;"540";"14";"4"
1127;"541";"1";"20"
1128;"541";"2";"14"
1129;"541";"1017";"4"
1130;"541";"139";"3"
1131;"542";"3";"18"
1132;"542";"13";"10"
1133;"542";"14";"4"
1134;"543";"2";"8"
1135;"543";"12";"17"
1136;"544";"1016";"5"
1137;"544";"14";"3"
1138;"545";"1";"3"
1139;"545";"12";"6"
1140;"546";"5";"30"
1141;"546";"6";"30"
1142;"546";"11";"18"
1143;"547";"5";"1"
1144;"547";"11";"4"
1145;"550";"6";"19"
1146;"550";"11";"19"
1147;"550";"7";"15"
1148;"551";"1";"3"
1149;"551";"4";"3"
1150;"551";"6";"4"
1151;"552";"5";"9"
1152;"552";"11";"9"
